filename,clust
input\kasumi_wav\えー、見てるだけじゃつまんないじゃーん。有咲にも絶対何かあるって！.wav,0
input\kasumi_wav\えー、貸そっか？.wav,1
input\kasumi_wav\えー。いいじゃん、みんな喜んでくれてたし。それに、楽しかった！.wav,0
input\kasumi_wav\えー。有咲ぁ～.wav,2
input\kasumi_wav\えーっと、ここにtheがあるから、次に来る単語はー…….wav,1
input\kasumi_wav\えーっと、みんなでお菓子を食べたり、演奏したり～.wav,0
input\kasumi_wav\えーっと、出し物とか企画の内容を確認したり、備品の発注したり……あとは校内の見回りをして困っている人がいたら声をかけてお手伝いしたりとか！.wav,1
input\kasumi_wav\えーっと、問題は〜…….wav,1
input\kasumi_wav\えーっとね〜……じゃーんっ！これ、一緒にやろうっ.wav,0
input\kasumi_wav\えーと、それは〜…….wav,1
input\kasumi_wav\えーと、体育館の使用申請はこれとこれ……あれ？あと演劇部からもあったはずなんだけど……あ、あったあった.wav,1
input\kasumi_wav\えー！　ギター、ダメなんですか！.wav,2
input\kasumi_wav\えー！　余計に悩んじゃうよー.wav,2
input\kasumi_wav\えー！？　ごほっごほっ……！.wav,2
input\kasumi_wav\えー？　おたえは？.wav,0
input\kasumi_wav\えー？　そんなことないよ！こころんはいい子だよ！お家に招待してくれたし！.wav,0
input\kasumi_wav\えー？私は星でしょ、さーやはリボン、りみりんはチョココロネ、おたえはうさぎ！.wav,0
input\kasumi_wav\え！　早すぎた！？.wav,0
input\kasumi_wav\え！　観てくれたんですか！　ありがとうございますっ！.wav,2
input\kasumi_wav\え！？　いいの！？.wav,2
input\kasumi_wav\え！？　すっごいしたいっ！やっぱり有咲、気が合うね～。私も最近ずっと、ライブがしたいなーって思ってたんだ！.wav,0
input\kasumi_wav\え！？　わ、私ですか……っ！？.wav,2
input\kasumi_wav\え！？　クライブになったの！？.wav,2
input\kasumi_wav\え？……有咲？.wav,1
input\kasumi_wav\え？　SPACEのステージできらきら星を歌った時、有咲カスタネット持ってたよね！？.wav,1
input\kasumi_wav\え？　あの葉っぱ売れるの？.wav,1
input\kasumi_wav\え？　あれ？　違った？.wav,0
input\kasumi_wav\え？　いいんですか！？.wav,2
input\kasumi_wav\え？　いままでみたいに、みんなで作るんじゃないの？.wav,0
input\kasumi_wav\え？　うわぁ！！　ホントだ！！.wav,0
input\kasumi_wav\え？　えーっと……♪　北沢精肉店のコロッケ～♪サクサクホクホクおいしいよ～♪１コ税込86円～♪.wav,0
input\kasumi_wav\え？　え？　フーッ！　抱け！.wav,2
input\kasumi_wav\え？　え？　千聖先輩、どこに行くんですか～！？.wav,2
input\kasumi_wav\え？　おたえ、大丈夫？あと１ヶ月切ってるんだよ？.wav,1
input\kasumi_wav\え？　おたえが作ったの！？.wav,1
input\kasumi_wav\え？　これってポイって言うんだ？そんなかわいい名前だったなんて知らなかった！.wav,1
input\kasumi_wav\え？　これを……裏返すの？.wav,1
input\kasumi_wav\え？　そ、それは……あっちゃん達が分からないところがあったら、教えてあげようと思って…….wav,1
input\kasumi_wav\え？　そうかな？.wav,1
input\kasumi_wav\え？　そうなの！？それなら、あの時もっと助けてよ～！.wav,0
input\kasumi_wav\え？　そんなことないよっ！りみりんが、風邪を治してる間、私達だけでも――.wav,1
input\kasumi_wav\え？　そんなに忙しくて疲れないのかって？.wav,1
input\kasumi_wav\え？　だってこんな機会めったにないじゃん！そういう場所、一回行ってみたくない！？.wav,0
input\kasumi_wav\え？　だって変わってるの、顔だけだし。服とか見たらわかるよね？.wav,0
input\kasumi_wav\え？　で、でも有咲が…….wav,0
input\kasumi_wav\え？　どういうことですか？.wav,1
input\kasumi_wav\え？　なんかヘンだった？.wav,1
input\kasumi_wav\え？　なんでさーや？.wav,0
input\kasumi_wav\え？　なんでなんで？だってヘタしたら自分の部屋よりここにいる時間の方が長い時もあるし.wav,0
input\kasumi_wav\え？　ひょっとしてチラシが捨てられちゃってたこと？あれは……うん、もう大丈夫！.wav,0
input\kasumi_wav\え？　ペース配分？.wav,1
input\kasumi_wav\え？　ホントに！？何！？　おたえ、聞かせて！.wav,0
input\kasumi_wav\え？　何？.wav,1
input\kasumi_wav\え？　生徒会……？　私が……？.wav,1
input\kasumi_wav\え？　私？私は今、走ってたんだ！.wav,0
input\kasumi_wav\え？　穴……？　ど、どこ……？.wav,1
input\kasumi_wav\え？あ……そっか……それがバンドか…….wav,1
input\kasumi_wav\え？けど、パンフレットだと今のバンドで午前の部は――.wav,1
input\kasumi_wav\え？そんなに前から？.wav,0
input\kasumi_wav\え？有咲、心当たりあるの？.wav,0
input\kasumi_wav\え～……じゃあ傘は放課後までしまっておこ～っと.wav,1
input\kasumi_wav\え～、いい名前なのに〜.wav,0
input\kasumi_wav\え～、ずるいよぉ～。私も見たかった！.wav,0
input\kasumi_wav\え～、そうかな？　結構、よくなかった？.wav,1
input\kasumi_wav\え～、そんなこと言わないで会場に来てよ～.wav,0
input\kasumi_wav\え～、ホントにやってくれないの～。けちーーーー.wav,0
input\kasumi_wav\え～。そんなこと言われると、照れちゃいますよ～.wav,1
input\kasumi_wav\え～っと、それじゃあオレンジジュースで！あ、せっかくだし、チョコレートケーキもつけちゃおっと～♪.wav,0
input\kasumi_wav\え～？　いいじゃん！　ちょっとくらい聞いてよ～.wav,0
input\kasumi_wav\え～？だって、せっかくのお祭りなんだから楽しまなくちゃ！.wav,0
input\kasumi_wav\え～～とぉ……新曲のタイトルは絶対必要じゃん？あとはみんなの自己紹介と……あ！　生年月日も入れておかないとだよね～…….wav,1
input\kasumi_wav\お……おばけ……？.wav,1
input\kasumi_wav\お、おたえ……おたえ～……っ！.wav,2
input\kasumi_wav\お、おたえ～っ！どこ行ってたの～！？　探してたんだよ～！？.wav,2
input\kasumi_wav\お、お願い？何？　お願いって……？.wav,0
input\kasumi_wav\お、オーナー……お久しぶりですっ！.wav,2
input\kasumi_wav\お、オーナー！ありがとうございます！！.wav,2
input\kasumi_wav\お〜、かぼちゃか〜！せっかくなら、一番美味しく食べたいよね！.wav,0
input\kasumi_wav\おあずけ……みんなと食べたかったよぉ～！.wav,2
input\kasumi_wav\おぉー、ギターって奥が深いんだね.wav,0
input\kasumi_wav\おぉー、有咲、大人！.wav,0
input\kasumi_wav\おぉー！おたえ、物知り！.wav,0
input\kasumi_wav\おお、ギターも目立っててすごくいいよ！じゃあじゃあ、私は～…….wav,0
input\kasumi_wav\おお、有咲すご～い！　教科書に載ってるやつみたい！.wav,0
input\kasumi_wav\おおっ、いいね〜！そしたらそしたら……ジャッジャジャーン！　って感じでギターを合わせるの、どうかな？.wav,0
input\kasumi_wav\おおっ、有咲、燃えてきた？.wav,0
input\kasumi_wav\おおっ！　焼きそば！やっぱりお祭りに焼きそばは欠かせないよね～！それにたこ焼きと～、リンゴアメと～、あと綿菓子も！.wav,0
input\kasumi_wav\おおー、外国の人！.wav,0
input\kasumi_wav\おおー！　カッコイイ！.wav,0
input\kasumi_wav\おお～、さすがさーや！じゃあ善は急げってことで、さっそく撮っちゃおうよ！.wav,0
input\kasumi_wav\おお～っ！　いろんなお守りがあるね～！.wav,0
input\kasumi_wav\おお～っ！　それじゃ、ちょっとだけ静かにしてるね！.wav,0
input\kasumi_wav\おかげで、なんとか期限までに終わらせることができました！.wav,0
input\kasumi_wav\おかしいなー……おたえ～！　どうしよう！？.wav,2
input\kasumi_wav\おじさん？.wav,0
input\kasumi_wav\おたえ…….wav,0
input\kasumi_wav\おたえ……この前の練習の時はごめんね！なんか私、空回りしてヘンな空気にしちゃって……おたえが帰りたくなっちゃったのも当然だと思う…….wav,1
input\kasumi_wav\おたえ……これって自己紹介じゃないの？.wav,1
input\kasumi_wav\おたえ……も、もしかして……１人でこの準備してくれてたの……っ！？.wav,0
input\kasumi_wav\おたえ……？お弁当、一緒に食べに来たんじゃ……ないの？.wav,1
input\kasumi_wav\おたえ、ありがと～～！　よろしくお願いしますっ！！.wav,2
input\kasumi_wav\おたえ、いる～？.wav,0
input\kasumi_wav\おたえ、すごいんだよ！音聞くだけでチューニングしちゃうし、演奏も上手なんだ！.wav,1
input\kasumi_wav\おたえ、それは危ないって〜！.wav,0
input\kasumi_wav\おたえ、それ！あっ……ここで、しちゃう？.wav,0
input\kasumi_wav\おたえ、もう一回！　動画に撮らせて！.wav,0
input\kasumi_wav\おたえ、ナイスアイディア！あっ。でもそれだと、どうやって先輩たちに届ければいいんだろう？.wav,1
input\kasumi_wav\おたえ、今……私から隠れなかったよ！.wav,0
input\kasumi_wav\おたえ、今日も授業が終わった途端、走って教室出ていっちゃったね.wav,1
input\kasumi_wav\おたえ、何持ってるの？.wav,0
input\kasumi_wav\おたえ、虫歯が治ったら思いっきりチョコとかクッキーを食べたいって言ってたからね〜.wav,1
input\kasumi_wav\おたえ〜教えて〜.wav,2
input\kasumi_wav\おたえ〜！　おたえもキラキラしてたよ！.wav,2
input\kasumi_wav\おたえ〜！　それいいっ、今からライブしよう！.wav,2
input\kasumi_wav\おたえおたえ！この前テレビで、ギター弾きながらぴょんぴょんしてる人がいた！.wav,2
input\kasumi_wav\おたえからメールだ♪　あははっ、見てさーや、おうちでハロウィンパーティ中だって！.wav,0
input\kasumi_wav\おたえがSPACEでバイトしてたときの先輩で、ロッキンスターフェスでもすっごくお世話になった人で……！大学の学園祭ライブに誘ってもらったんです！.wav,0
input\kasumi_wav\おたえがアンプ持ってきてくれてね、ちっちゃくてかわいいの！.wav,0
input\kasumi_wav\おたえって、ポジティブだよね…….wav,1
input\kasumi_wav\おたえと？.wav,1
input\kasumi_wav\おたえにしてみたら、すっごく怖くて苦手なところに行くように言われるの……嫌だろうなって思ったりもして.wav,1
input\kasumi_wav\おたえの歌！.wav,2
input\kasumi_wav\おたえはいつもそこで、飼ってるうさぎを遊ばせてるんだって！.wav,0
input\kasumi_wav\おたえは音あんまりよくないって言ってたけど、ちゃんと音出るし、おたえのギターかっこいいんだ！.wav,1
input\kasumi_wav\おたえも、これじゃ練習にならないーって途中で帰っちゃうし、あの時はほんとハラハラしました.wav,0
input\kasumi_wav\おたえもさーやもりみりんも、みんな今すっごくがんばってるから何かプレゼントしたいな～って.wav,1
input\kasumi_wav\おたえも友達連れて来るの？わあ、楽しみだなぁ、紹介してね！.wav,1
input\kasumi_wav\おたえドキドキ作戦会議だし！.wav,0
input\kasumi_wav\おたえー。みんな～！.wav,2
input\kasumi_wav\おたえー！この前弾いてたら、弦がいきなり切れちゃった！.wav,2
input\kasumi_wav\おたえ！　手を上げて！.wav,2
input\kasumi_wav\おたえ～。ここのコード進行難しくない？.wav,0
input\kasumi_wav\おたえ～。ちょっと教えてほしいんだけど、ギターコードの『Ｆ』ってさ～.wav,0
input\kasumi_wav\おっけー！フンフフ～ン♪.wav,0
input\kasumi_wav\おっはよー、さーや！.wav,2
input\kasumi_wav\おっはよー、みんな！.wav,2
input\kasumi_wav\おっはよーございます！.wav,2
input\kasumi_wav\おつかれー、なっちゃん！.wav,2
input\kasumi_wav\おなかがペコペコすぎて、もう動けないよ～！.wav,2
input\kasumi_wav\おなか空きませんか？.wav,0
input\kasumi_wav\おはよ〜〜！　遅れてごめんね！.wav,0
input\kasumi_wav\おはようございます！.wav,0
input\kasumi_wav\おはよー…….wav,1
input\kasumi_wav\おはよーっございまーっす！あと、よろしくおねがいしまーす！.wav,2
input\kasumi_wav\おばあちゃん、こんにちは～っ！.wav,2
input\kasumi_wav\おばあちゃんありがとー！やったー、ピザだー！.wav,2
input\kasumi_wav\おばあちゃんがそう呼んでたから！有咲って言うんだよね！　有咲っ♪.wav,0
input\kasumi_wav\おめでとーーーー！　有咲ぁ！.wav,2
input\kasumi_wav\おもちゃの修理が終わったら、もっとたくさん寄付できるもん！これからもがんばろー！.wav,0
input\kasumi_wav\おー、さすがチョココロネ博士！.wav,0
input\kasumi_wav\おー、そーなんだ！私達も使ってみる？.wav,0
input\kasumi_wav\おーい、おたえー！.wav,2
input\kasumi_wav\おーい、彩せんぱーい！.wav,2
input\kasumi_wav\おーーい。.wav,0
input\kasumi_wav\おー！　みんなこういうところで練習するんだね！.wav,0
input\kasumi_wav\お久しぶりですっ！.wav,2
input\kasumi_wav\お互いをよーっくわかりあえたの！.wav,2
input\kasumi_wav\お姉ちゃんのための歌だから、自分でやりたいってりみりんから言ってくれて、実現したんだ.wav,0
input\kasumi_wav\お客さん、すごいね！みんな、ライブを観に来た人かなー？.wav,0
input\kasumi_wav\お店がある……質屋『流星堂』……あ、壁にシールがたくさん……裏のほうに続いてる.wav,1
input\kasumi_wav\お店を手伝ってみてわかったんです！みんなが大好きで、オーナーも大好きなここが大好きだって！.wav,0
input\kasumi_wav\お店を探すついでに、探検してみよーっと！.wav,0
input\kasumi_wav\お待たせしました！聞いてください……『STAR BEAT! 〜ホシノコドウ〜』.wav,0
input\kasumi_wav\お父さんと、お母さんもすっごい喜んでくれてるよ！なんたって『うちの家宝にしよう！』とか言ってたし！.wav,0
input\kasumi_wav\お疲れさまです、彩先輩！　いきますよっ！かんぱーい！.wav,2
input\kasumi_wav\お祭り…….wav,0
input\kasumi_wav\お祭りお祭り～♪.wav,2
input\kasumi_wav\お祭りが無くなったこと、商店街の人たちは悲しくないのかな…….wav,0
input\kasumi_wav\お祭りが無くなっちゃったんだもん.wav,0
input\kasumi_wav\お祭り楽しみー♪今から待ち遠しいよー！.wav,2
input\kasumi_wav\お祭り無くなるって、ほんとーなの？ミッシェル教えて！.wav,2
input\kasumi_wav\お祭り！　だーーーーっ！.wav,2
input\kasumi_wav\お祭り！？どこでやるの！.wav,2
input\kasumi_wav\お肌がもちもちになる泡のハンドソープ！それからそれから～…….wav,0
input\kasumi_wav\お花見パワーが何かって？ん〜、言葉で説明するの、難しいですけど…….wav,0
input\kasumi_wav\お話を聞いてくれてありがとう！ばいば～い！.wav,2
input\kasumi_wav\お話最後まで聞きたいんだけど、途中で眠くなっちゃって、なんか寝ちゃうんだよね～.wav,0
input\kasumi_wav\お財布お財布……あ！ギターの修理代に使っちゃったから、あと300円しかない…….wav,1
input\kasumi_wav\お願いしに行く。苦情を送った人に会って、謝って……でもライブだけはさせてもらえるように、お願いしてみる！.wav,2
input\kasumi_wav\お願いしますっ！.wav,2
input\kasumi_wav\お餅がもちもちしてて、口に入れたらあんこの甘さがふわ～っと広がって……なんだか幸せな気持ちになったよ～.wav,0
input\kasumi_wav\お餅の歌じゃないの？.wav,1
input\kasumi_wav\お！　なになに！？何か思いついた！？.wav,0
input\kasumi_wav\お～、りみりん、さっすが～！.wav,0
input\kasumi_wav\かくし芸大会本当にすごかったから、オーナーさんやも見てもらいたかったんですけど…….wav,0
input\kasumi_wav\かっこいい……！ますますSPACEでライブがしたくなったよ〜！.wav,2
input\kasumi_wav\かわいい〜！　ホントにうさぎがたくさんいる〜！.wav,2
input\kasumi_wav\かわいいからいいよ！でも、そっか、やってないかー…….wav,1
input\kasumi_wav\かわいいですよね～。ホントは、ヤドカリと一緒にヒトデも見つけたんですけど、波に流されちゃって…….wav,0
input\kasumi_wav\かわいいよね！　そのうさぎも、こっちのオバケも全部手作りなんだって！.wav,0
input\kasumi_wav\かわいい！　すっごいかわいい！.wav,2
input\kasumi_wav\かわいい！おたえんち、うさぎがいるんだ！.wav,1
input\kasumi_wav\かわいくていい感じだと思ったんだけどなー.wav,1
input\kasumi_wav\かんぱーい！Afterglowのステージ、すっごく盛り上がってたね！すっごくキラキラドキドキしてたよ！.wav,0
input\kasumi_wav\かんぱーい！！！　えへへっ.wav,2
input\kasumi_wav\がんばって我慢してから食べるチョコがあんなに美味しいなんて、初めて知りました！.wav,0
input\kasumi_wav\き、ら、き、ら.wav,0
input\kasumi_wav\きっと、星にも届いてたよ！.wav,1
input\kasumi_wav\きっとライブも、またあの景色を……ううん、あれ以上のもっともっとすごい景色を見たがってるよ！.wav,0
input\kasumi_wav\きっと体も、『疲れてる時間がもったいない！』って言ってるんだと思います！.wav,1
input\kasumi_wav\きっと有咲だって、一緒に音合わせれば気分も変わると思うし！有咲のことは、私に任せて！.wav,0
input\kasumi_wav\きらきらひかる、おそらのほしよ〜♪.wav,1
input\kasumi_wav\きらきらひかる〜、おそらのほしよ〜♪.wav,1
input\kasumi_wav\きらきら星は？.wav,0
input\kasumi_wav\きらっきら～の流れ星～♪シューティンスター～、スターダスト～♪.wav,0
input\kasumi_wav\き・ら・き・ら・ひ・か・るー♪♪.wav,2
input\kasumi_wav\くるぶしのところにリボンついてる！す～っごく似合ってるよ！.wav,0
input\kasumi_wav\け、けど、どうしてこんなところに？.wav,0
input\kasumi_wav\けど……それでも全然ダメだった……もう私……全然わかんないよ！.wav,1
input\kasumi_wav\けど……全然うまくいってなくて……本当にごめんなさいっ。まりなさんにも協力してもらってるのに…….wav,0
input\kasumi_wav\けど、おたえがSPACEでバイトしてたのって、今思うとすごいことだよね！私バイトしたことないから、なんだか憧れちゃう！.wav,1
input\kasumi_wav\けど、このままじゃ本当にお祭りがなくなっちゃうよ〜！どうしよう〜！？.wav,2
input\kasumi_wav\けど、やーりーたーいーのー！.wav,2
input\kasumi_wav\けど、ペース配分って本当に難しいね～。こんなに大変だとは思わなかった…….wav,1
input\kasumi_wav\けど、一番はあの主人公が走り出すシーン！あれで私もうホント感動しちゃって！.wav,0
input\kasumi_wav\けど、私、人が多いの嫌いじゃないよ！たくさん人がいると、なんかこう……ワクワクしてこない？.wav,1
input\kasumi_wav\けど、関西の人達も応援してくれてたなんてうれしいじゃん！これは恩返ししないとだよ！.wav,0
input\kasumi_wav\けどさ、おたえが合格記念日の話をしてくれた時は、ちょっと驚いたよね？よく日にちまで覚えてたよね～、おたえ.wav,1
input\kasumi_wav\けどさ、すっごい驚きじゃない！？関西にもポピパを応援してくれてる人がいるって！.wav,0
input\kasumi_wav\けどさ、そのはぐと高校で、またこうやって再会できたのって、すっごい奇跡だよね.wav,0
input\kasumi_wav\けどさ、有咲とさーやはジャック・オー・ランタンを完成させるのすっごい早かったね.wav,0
input\kasumi_wav\けどさー。来てくれたらもっと早く配り終わったかも.wav,1
input\kasumi_wav\けどやっぱり１番の宝物は、ポピパのメンバーかな！？.wav,0
input\kasumi_wav\けどホントに今日は来てくれてありがとーねー！　今日はお姉ちゃんがんばっちゃうからね！.wav,0
input\kasumi_wav\けど今は、私だけじゃなくて有咲もりみりんもおたえもさーやも、みんながキラキラドキドキしてないと、私もキラキラドキドキできないの.wav,0
input\kasumi_wav\けど今日、練習に来ないと、このあと余計に来づらくなったりしないかな？有咲って、そういう複雑なところあるからさ.wav,1
input\kasumi_wav\こ、これ……すごいよっ！この前見せてもらった曲とは全然違うよね、これ！.wav,0
input\kasumi_wav\こ、こんにちは！　戸山香澄です！.wav,2
input\kasumi_wav\こういうの見てると、仮装したくなっちゃうな～っ！ねえねえ、みんなはどんな仮装したい？.wav,0
input\kasumi_wav\こういうフレーズをつけたらもっとメロディが生きるかなとか、こういうイントロにすれば歌詞がもっと心に届くかなって考えてるとワクワクしてきて…….wav,1
input\kasumi_wav\こういう映画観るとさ、しばらくぼーっとしちゃうよね。まだあの世界の中にいたい、って思っちゃって.wav,0
input\kasumi_wav\こういう服って、女の子なら１度は憧れますよね.wav,0
input\kasumi_wav\こうやって、目を閉じてもすぐに浮かんでくるんだ……。きっと一生の思い出になるよね！.wav,0
input\kasumi_wav\こうやっていろんな曲を聴いていると、なんだか冒険してるみたいだなーって思うんだ！.wav,0
input\kasumi_wav\こうやって思い出の場所に来ると、それってすごく幸せなことなんだなーって…….wav,0
input\kasumi_wav\ここ、すっごい難しいな……っ。いっつも間違えちゃうよ～。ねー有咲ぁ、どうしたらいいと思う？.wav,0
input\kasumi_wav\ここで今まで感じたことのないようなたくさんのキラキラドキドキに出会える気がして…….wav,0
input\kasumi_wav\ここなんだよね～。これがなかなかの強敵で…….wav,1
input\kasumi_wav\ここにいる仲間たちのおかげで！最高に楽しいお祭りになりましたっ！.wav,2
input\kasumi_wav\ここにはキラキラドキドキが溢れてます！.wav,2
input\kasumi_wav\ここは、私達の思い出の場所だから.wav,0
input\kasumi_wav\ここまで来たんだから大丈夫だよ！さーや、りみりん、明日も頑張ろうね！.wav,0
input\kasumi_wav\こころんとはぐみがやってたお花見……あれさ、楽しいかどうか、確かめてみようよ？.wav,0
input\kasumi_wav\こころんと美咲ちゃんが一輪車でジャグリングしたり、あこ、巴ちゃん、リサさん、はぐでダンスをしたり……あ、もちろんポピパもライブしました！.wav,0
input\kasumi_wav\こころんのお家ってめーーーっちゃくちゃ大きくて！広くて！　桜がいーっぱい咲いてて！すごかったなあ〜…….wav,2
input\kasumi_wav\こころーん、はぐ～！ストーップ！！.wav,2
input\kasumi_wav\こころ～～ん！　それ以上はダメ～～！.wav,2
input\kasumi_wav\ここ！　有咲んち！.wav,2
input\kasumi_wav\ここ？　ライブハウス『SPACE』……？.wav,1
input\kasumi_wav\こちらこそ、よろしくねっ！.wav,0
input\kasumi_wav\こっちがお菓子で、こっちはジュース！今日は、蔵でハロウィンパーティをやるんです！.wav,0
input\kasumi_wav\こっちが私の！.wav,0
input\kasumi_wav\こっちはこの書類と一緒に先生に渡すやつ。それからこっちは……あれっ？　これだけ判子押してない！？.wav,1
input\kasumi_wav\こないだ、有咲達とハロウィンパレードに参加したんだ～！.wav,1
input\kasumi_wav\この、お祭りは——本当はなくなっちゃうはずでした。でも商店街の人たちと、今日、遊びに来てくれたみなさんと——.wav,0
input\kasumi_wav\このあまった布で星のお守り作ってるんだ。もちろん５つ！.wav,1
input\kasumi_wav\このお祭りのために、新曲も作ったんです！絶対、聞きにきてください！.wav,2
input\kasumi_wav\このへんで見るよりも何倍も星がたくさん見えてね、その１つ１つが本当に音をたててキラキラ輝いてるように見えたんだ.wav,2
input\kasumi_wav\このギターをひと目見た時、すっごくドキドキして…….wav,0
input\kasumi_wav\このコロッケ美味しい！.wav,0
input\kasumi_wav\このサイズ、すっごいいいよね！持ち運びやすいし！.wav,2
input\kasumi_wav\このサイトいいねっ！あ、こっちはベースが盾になってる～！　強そ～！.wav,0
input\kasumi_wav\このステージで来月のライブのことを告知したら、みんな『行くよー！』って返してくれたんだ～♪.wav,1
input\kasumi_wav\このパンなんですけど、もらってくれませんか？.wav,0
input\kasumi_wav\このモヤモヤ、どこかに消したい！.wav,2
input\kasumi_wav\この伊達巻ってリサさんが作ってきてくれたやつ？すっごい美味しい！.wav,0
input\kasumi_wav\この先も一緒に、このキラキラドキドキの輪を広げていきましょう！.wav,0
input\kasumi_wav\この写真の女の子？この子とはパレードで初めて知り合ったんだよ！.wav,0
input\kasumi_wav\この前、さーや言ってたでしょ？バンドが壊れちゃうと、廊下ですれ違いそうになった時、隠れるようになっちゃったって.wav,1
input\kasumi_wav\この前、みんなでお花見したんですっ！すっごくすーーっごく楽しかったんだ〜！.wav,0
input\kasumi_wav\この前、学校に回収ボックスを置いてみたらすご～～くたくさんのおもちゃが集まって！それを地域の子供達に寄付したんです！.wav,0
input\kasumi_wav\この前、捨て猫が居たんです.wav,0
input\kasumi_wav\この前、盆栽に……『トネガワかわいいね〜、お水あげるね〜』って！.wav,1
input\kasumi_wav\この前、羽丘のハロウィンフェスに行ったらワクワクが止まらなくなっちゃって！.wav,0
input\kasumi_wav\この前その記念で、みんなでパーティしたからね！すっごく楽しかった～！.wav,0
input\kasumi_wav\この前のお花見で、みんなとたくさんおしゃべりできたし！たくさん笑えたし！これからもっともっと仲良くなれそうな気がするっ.wav,0
input\kasumi_wav\この前のりみりんのMCを見て、私もやるぞ～ってなって！.wav,0
input\kasumi_wav\この前のクリスマスライブ、もう大成功だったんだよ！まりなさんにも、話聞いたでしょ！？.wav,0
input\kasumi_wav\この前のライブはホントに興奮したよね！！私、家に帰ったら全然寝れなくなっちゃったもん.wav,0
input\kasumi_wav\この前の有咲、ちょっとヘンだったでしょ？イライラしてるっていうか、怒りっぽいっていうか.wav,1
input\kasumi_wav\この前は、いろんなことがいっぺんに起こって頭が混乱しちゃったけど、よく考えたら簡単だよね！.wav,1
input\kasumi_wav\この前みんなでショッピングモールに遊びに行ったんだけど、意外と入ったことないお店がいっぱいあるなって気づいて！.wav,1
input\kasumi_wav\この前テレビを観ていたら、CMに彩先輩が出てました！.wav,0
input\kasumi_wav\この前彩先輩たちが食レポしてたお店です！すっごい美味しそうでした！.wav,0
input\kasumi_wav\この後のご予定は！？.wav,2
input\kasumi_wav\この感覚……なんだと思う！商店街の人たちにとってのお祭りって！！.wav,2
input\kasumi_wav\この時以上にいいライブにしようねって、今ポピパみんなで練習してるんだ～。次の土日は朝から晩までみっちり蔵練！.wav,1
input\kasumi_wav\この曲なら……えーと、ライオンライオンネコ、サルサル、ゾウー.wav,0
input\kasumi_wav\この水鉄砲で、私と遊ばないと……撃つよ！.wav,0
input\kasumi_wav\この洞窟はね、名前の通り、人魚が住んでるって言われてるんだ.wav,0
input\kasumi_wav\この演奏がよかったら、フェスのライブ配信のこと考えてもらえますか！？.wav,0
input\kasumi_wav\この腕輪を見てると……あの日のことがよーく思い出せるんだ.wav,1
input\kasumi_wav\この衣装を着てたら、今までと違ったライブになると思うんだ！.wav,0
input\kasumi_wav\この辺りに、わたあめのお店ができたってCMで見たけど、どこにあるんだろ～.wav,1
input\kasumi_wav\この項目は……うう～～ん…….wav,1
input\kasumi_wav\これ……私達のライブの……チラシ！？.wav,2
input\kasumi_wav\これ、すっごいアイディアだと思いません！？せっかくだから海外にも配信しちゃいましょう！.wav,0
input\kasumi_wav\これ、思いつきにしてはすっごくいいアイディアだよね？.wav,0
input\kasumi_wav\これ、私達４人で作ったバースデーケーキなんだ！.wav,0
input\kasumi_wav\これから、こころんと『祝ましろちゃん笑顔サプライズパーティ』をする予定なんだ！　はいっ、招待状！.wav,0
input\kasumi_wav\これからのことを考えたら、すっごくわくわくしてきたんです！.wav,0
input\kasumi_wav\これからも、よろしくね！.wav,0
input\kasumi_wav\これからもいろんなことに出会って、宝物が増えると思うと、ドキドキしちゃうな～っ！.wav,0
input\kasumi_wav\これからやまぶきベーカリーの新メニュー作りを見学するんですけど、彩先輩も行きませんか？.wav,1
input\kasumi_wav\これからライブで歌う曲がもっと増えるから、うまくペース配分できるようにならないと.wav,0
input\kasumi_wav\これから買い物行くんだよね？ちなみにどこのお店に行くの？.wav,0
input\kasumi_wav\これが、音楽の力だよ！.wav,2
input\kasumi_wav\これって……すごい、すごい、すごい！！！こんなにたくさんの人達が私達を応援してくれてたんだ！！.wav,2
input\kasumi_wav\これって、星のシール？なんで地面に落ちてるんだろ？.wav,1
input\kasumi_wav\これっておもちゃも『CiRCLING』してるってことかもしれませんね！.wav,0
input\kasumi_wav\これってすごくない！？はっきり言って奇跡だよね～♪.wav,0
input\kasumi_wav\これならたくさんの人達に成長した私達の姿、観てもらえるね！.wav,0
input\kasumi_wav\これならみんな花女に興味持ってくれるよね？　ね！？.wav,0
input\kasumi_wav\これはいつも以上に楽しいライブにしなきゃだね！もしかしたら、あの外国の人も来てくれるかも！.wav,0
input\kasumi_wav\これはね、花火大会の縁日でゲットしたんだー！.wav,1
input\kasumi_wav\これはね～、ライブ中におたえと目があって思わず笑っちゃったところだと思うよ、たぶん.wav,1
input\kasumi_wav\これは今すぐやってみるしかないって！.wav,0
input\kasumi_wav\これは休憩時間に撮った動画です！みんなでお菓子を食べてるところなんですけど……！.wav,1
input\kasumi_wav\これは絶対、一生の宝物になっちゃうと思うな～♪.wav,2
input\kasumi_wav\これまで応援してくれた人達と、これからポピパを知ってくれる人達……みんなが楽しめるライブを目指します！.wav,0
input\kasumi_wav\これも、一緒に天体観測に行った縁ってことで！　ふふっ！いやあ〜、楽しくてついついたくさん買い物しちゃったよ〜！.wav,2
input\kasumi_wav\これもかわいいし……あっ！　あっちもかわいい！う～ん、どれもいいなぁ～.wav,0
